"UID DA TOMADA","CIDADE","MORADA","OPERADOR","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €","Duração (minutos) até 130kW","Duração (minutos) até 7kW","Duração (minutos) até 22kW","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DO POSTO","ESTADO DA TOMADA"
AMD-00074-02,Amadora,Estrada Nacional 117,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
AMD-00075-02,Amadora,Estrada Nacional 117,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
AMD-00075-01,Amadora,Estrada Nacional 117,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
CSC-00045-01,Cascais,Makro Cascais,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Fora de Serviço
CSC-00045-02,Cascais,Makro Cascais,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
CSC-00118-01,Cascais,"Rua das Palmeiras 5, 2750-005 Cascais",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
CSC-00118-02,Cascais,"Rua das Palmeiras 5, 2750-005 Cascais",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
CSC-00119-01,Cascais,"Rua das Palmeiras 5, 2750-005 Cascais",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
CSC-00119-02,Cascais,"Rua das Palmeiras 5, 2750-005 Cascais",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
FAR-00025-01,Faro,Makro Faro,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
FAR-00025-02,Faro,Makro Faro,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LLE-00105-02,Loulé,Av. Algarve 5,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LLE-00105-01,Loulé,Av. Algarve 5,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LLE-00106-02,Loulé,Av. Algarve 5,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LLE-00106-01,Loulé,Av. Algarve 5,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRA-00015-02,Leiria,Makro Leiria,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRA-00015-01,Leiria,Makro Leiria,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00085-01,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LRS-00085-02,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00086-01,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LRS-00086-02,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00087-01,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00087-02,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00089-01,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-00089-02,Loures,Rua 28 Setembro 250,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-80003-02,Loures,Rua Sofia Mello Breyner,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-80003-01,Loures,Rua Sofia Mello Breyner,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LRS-80016-02,Loures,Rua Primeiro de Maio,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LRS-80016-01,Loures,Rua Primeiro de Maio,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00186-1,Lisboa,Rua Carlos Alberto da Mota Pinto 9,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00254-02,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00254-01,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00256-02,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00256-01,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LSB-00257-01,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00257-02,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00258-01,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00258-02,Lisboa,Retail Park Alta de Lisboa,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LSB-00269-02,Lisboa,Hotel Corinthia Lisbon,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00269-01,Lisboa,Hotel Corinthia Lisbon,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00320-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00321-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00322-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00323-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00324-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00325-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00326-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00327-1,Lisboa,Avenida 24 de Julho,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00411-01,Lisboa,Rua Mário Botas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00411-02,Lisboa,Rua Mário Botas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00412-01,Lisboa,Rua Mário Botas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00412-02,Lisboa,Rua Mário Botas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00480-02,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00480-01,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00481-01,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00481-02,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00482-02,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00482-01,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00483-01,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00483-02,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00484-01,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00484-02,Lisboa,"Rua da Junqueira, 63",GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00489-1,Lisboa,R. Seara Nova 6A,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00490-1,Lisboa,R. Seara Nova 6A,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-00522-1,Lisboa,AVENIDA DA LIBERDADE 180,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-80078-02,Lisboa,Rua Cordeiro Ferreira,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LSB-80078-01,Lisboa,Rua Cordeiro Ferreira,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-80144-1,Lisboa,Avenida de Berlim,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LSB-80144-2,Lisboa,Avenida de Berlim,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
LSB-80149-01,Lisboa,Rua Vale Formoso,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
LSB-80149-02,Lisboa,Rua Vale Formoso,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00042-02,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00042-01,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00067-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00067-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00068-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00068-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00069-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00069-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
MTS-00071-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00071-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
MTS-00072-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00072-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00073-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
MTS-00073-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00081-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
MTS-00081-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
PFR-00005-02,Paços de Ferreira,Rua Ferrara Plaza,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PFR-00005-01,Paços de Ferreira,Rua Ferrara Plaza,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
PLM-00004-01,Palmela,Makro Palmela,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PLM-00004-02,Palmela,Makro Palmela,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PRT-00121-01,Porto,Estrada da Circunvalação,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PRT-00121-02,Porto,Estrada da Circunvalação,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PRT-00122-02,Porto,Praça do Bom Sucesso 123,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
PRT-00122-01,Porto,Praça do Bom Sucesso 123,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
VNG-00036-02,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
VNG-00036-01,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,"7.471","11.353","11.353","379","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
BGC-00010-02,Bragança,Rua Arquiteto Viana de Lima - Burger King,EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
CLD-00023-02,Caldas da Rainha,Rua Etelvino dos Santos,EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
GRD-00015-02,Guarda,Burger King da Guarda - Quinta da Torre,EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
PRD-00014-02,Paredes,BK Paredes R. da Igreja Velha,EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
PRT-00179-02,Porto,Burger King Av. Boavista - Av. Boavista 2600,EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
TNV-00011-02,Torres Novas,"Avenida Xanana Gusmão, Lote 4, Casal das Chãs",EDP - EDP Comercial,"7.497","62.875","18.897","46","0","0","€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
RMZ-00004-02,Reguengos de Monsaraz,Lugar da Cegonheira - Semi Circular Sul,ECI - ECOINSIDE,"7.509","11.391","11.391","379","0","0","€0,299/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
RMZ-00004-01,Reguengos de Monsaraz,Lugar da Cegonheira - Semi Circular Sul,ECI - ECOINSIDE,"7.509","11.391","11.391","379","0","0","€0,299/charge ","€0,019/min ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
OBD-00008-01,Óbidos,Estrada Nacional 8,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CCS,"50",CABLE,Disponível,Em uso
OBD-00008-02,Óbidos,Estrada Nacional 8,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CHAdeMO,"50",CABLE,Disponível,Disponível
ODV-00004-2,Odivelas,Avenida Acácias,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CHAdeMO,"50",CABLE,Disponível,Disponível
ODV-00004-1,Odivelas,Avenida Acácias,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CCS,"50",CABLE,Disponível,Disponível
VLC-00006-01,Vale de Cambra,AVENIDA VALE DO CAIMA 750 Vale de cambra,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CCS,"50",CABLE,Disponível,Disponível
VLC-00006-02,Vale de Cambra,AVENIDA VALE DO CAIMA 750 Vale de cambra,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CHAdeMO,"50",CABLE,Disponível,Disponível
VLG-00004-02,Valongo,Rua da Argila,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CCS,"50",CABLE,Disponível,Disponível
VLG-00004-01,Valongo,Rua da Argila,PRI - Prio,"7.601","76.192","19.020","56","0","0","€0,3/charge ","€0,13/min ","",CHAdeMO,"50",CABLE,Disponível,Disponível
PRT-00173-02,Porto,Estr. da Circunvalação 10853,HRZ - Power dot,"7.644","53.003","17.820","46","0","0","€0,3/charge ","€0,1/kWh ","€0,08/min ",CHAdeMO,"60",CABLE,Disponível,Disponível
ABF-00036-01,Albufeira,"Pinhal do Concelho, Apartado 887",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00036-02,Albufeira,"Pinhal do Concelho, Apartado 887",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00037-02,Albufeira,"Pinhal do Concelho, Apartado 888",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00037-01,Albufeira,"Pinhal do Concelho, Apartado 888",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00038-02,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00038-01,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00039-01,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00039-02,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00040-02,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ABF-00040-01,Albufeira,"Pinhal do Concelho, Praia da Falésia",GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ALQ-00004-01,Alenquer,Estrada Nacional 3,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
ALQ-00004-02,Alenquer,Estrada Nacional 3,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Em uso
BRG-00016-01,Braga,Nova Arcada Shopping Piso-1,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
BRG-00016-02,Braga,Nova Arcada Shopping Piso-1,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Em uso
BRG-00017-01,Braga,Nova Arcada Shopping Piso-1,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Em uso
BRG-00017-02,Braga,Nova Arcada Shopping Piso-1,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
LSB-00207-2,Lisboa,Praça Ginásio Clube Português,MLT - Mobiletric,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Em uso
LSB-00207-1,Lisboa,Praça Ginásio Clube Português,MLT - Mobiletric,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
LSB-00381-01,Lisboa,Rua Castilho 77 C,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
LSB-00381-02,Lisboa,Rua Castilho 77 C,GLP - Galp,"7.664","17.191","10.701","255","0","0","€0,2608/charge ","€0,029/min ","",Mennekes,"11",SOCKET,Disponível,Disponível
