UID DA TOMADA,CIDADE,MORADA,OPERADOR,CCS2 Custo €,TYPE2 7kW Custo €,TYPE2 22kW Custo €,Duração (minutos) até 130kW,Duração (minutos) até 7kW,Duração (minutos) até 22kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,TIPO DE TOMADA,FORMATO DA TOMADA,ESTADO DO POSTO,ESTADO DA TOMADA
MTS-00051-06,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,SOCKET,Disponível,Disponível
MTS-00051-05,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,CABLE,Disponível,Disponível
MTS-00051-08,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,SOCKET,Disponível,Disponível
MTS-00051-03,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,CABLE,Disponível,Disponível
GDM-00028-01,Gondomar,"Rua Dr. Carlos Moura Guedes (UA: 276),",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00105-01,Matosinhos,"Rua Eng.º António Costa Reis, 302/494",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
PRT-00147-01,Porto,"Estrada da Circunvalação, n.º 13941 a 13975",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VLG-00016-01,Valongo,"Rua Professor Joaquim Teixeira, n.º 41/71",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VLG-00018-01,Valongo,Rua Fonseca Dias,KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VLG-00020-01,Valongo,Rua 1.º de Maio – São Vicente de Alfena,KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VNG-00071-01,Vila Nova de Gaia,"Rua Nova de Alvites, n,º 231,",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VNG-00109-01,Vila Nova de Gaia,"Avenida dos Descobrimentos,",KLC - Atlante,10.211,46.703,11.520,127,583,144,22.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00056-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,10.216,23.028,14.301,255,583,360,11.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00056-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,10.216,23.028,14.301,255,583,360,11.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00098-01,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,10.217,23.029,14.301,255,583,360,11.0,"€0,261/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00098-02,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,10.217,23.029,14.301,255,583,360,11.0,"€0,261/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00141-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,10.243,20.855,15.261,255,583,360,11.0,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",Mennekes,SOCKET,Disponível,Disponível
PRT-00142-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,10.243,20.855,15.261,255,583,360,11.0,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",Mennekes,SOCKET,Disponível,Disponível
PRT-00143-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,10.243,20.855,15.261,255,583,360,11.0,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",Mennekes,SOCKET,Disponível,Disponível
PRT-00144-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,10.243,20.855,15.261,255,583,360,11.0,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",Mennekes,SOCKET,Disponível,Disponível
GDM-00003-03,Gondomar,Rua Infante Dom Henrique,KLC - Atlante,10.507,46.999,11.816,127,583,144,22.0,"€0,2964/charge ","€0,08/min ",,Mennekes,CABLE,Disponível,Disponível
GDM-00027-03,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,10.508,47.000,11.817,127,583,144,22.0,"€0,297/charge ","€0,08/min ",,Mennekes,CABLE,Disponível,Disponível
GDM-00019-02,Gondomar,"Rua Nossa Srª do Amparo, nº 1033",EDP - EDP Comercial,11.241,57.038,17.457,93,583,144,30.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
MAI-00028-02,Maia,"Via Periférica c/Av. Sts de Leite, L de Cat.",EDP - EDP Comercial,11.241,57.038,17.457,93,583,144,30.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
VLG-00019-02,Valongo,"McDonald´s Valongo - Rua Fonseca Dias,169",EDP - EDP Comercial,11.241,57.038,17.457,93,583,144,30.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00082-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,11.356,77.550,24.776,56,583,144,50.0,"€0,2964/charge ","€0,12/kWh ","€0,12/min ",CHAdeMO,CABLE,Disponível,Disponível
PRT-00134-03,Porto,RUA JOSE GOMES FERREIRA 10 LT,KLC - Atlante,11.687,52.741,13.160,127,583,144,22.0,"€0,2/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
VLG-00015-03,Valongo,"Lugar Campo Barreiro, SusÃ£o, R. Dom Pedro IV",KLC - Atlante,11.784,52.837,13.256,127,583,144,22.0,"€0,2964/charge ","€0,09/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00022-03,Maia,Rua D. Maria Faria N.Âº 230,KLC - Atlante,12.144,53.437,13.856,127,583,144,22.0,"€0,2964/charge ","€0,01/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Disponível
MAI-00026-01,Maia,"Rua Engº Frederico Ulrich, 3369",KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00052-01,Matosinhos,"Rua Brito e Cunha, 810 ",KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Em uso
PRT-00153-01,Porto,Estrada Exterior da Circunvalação (EN 12),KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00154-01,Porto,"Rua Central de Francos, 744-758",KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00155-03,Porto,"Avenida Marechal Gomes da Costa, 855",KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00156-01,Porto,"Rua do Lidador, 109 -111",KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
VLG-00022-01,Valongo,Gaveto - Praceta de Moçambique,KLC - Atlante,13.060,58.675,14.696,127,583,144,22.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00047-02,Matosinhos,"Rua de Brito Capel 951, 4450-077 Matosinhos",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,90.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
MTS-00048-02,Matosinhos,"Rua de Brito Capel 951, 4450-077 Matosinhos",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,90.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
MTS-00094-02,Matosinhos,ESTRADA EXT. DA CIRCUNVALAÇÃO,GLG - Galpgeste,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
MTS-00111-01,Matosinhos,"R. Belchior Robles, 4450-626 Leça da Palmeira",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,90.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
MTS-00111-02,Matosinhos,"R. Belchior Robles, 4450-626 Leça da Palmeira",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,90.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
PRT-00136-01,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Disponível
PRT-00136-02,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
PRT-00137-01,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
PRT-00137-02,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
PRT-00138-01,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Em uso
PRT-00138-02,Porto,"Rua da Pasteleira 219, 4150-586 Porto",MLT - Mobiletric,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
VLG-00017-01,Valongo,Av. dos Descobrimentos 34,GLG - Galpgeste,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Disponível
VLG-00017-02,Valongo,Av. dos Descobrimentos 34,GLG - Galpgeste,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
VNG-00082-02,Vila Nova de Gaia,"Lado Shopping, Via 8",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
VNG-00082-01,Vila Nova de Gaia,"Lado Shopping, Via 8",GLG - Galpgeste,13.100,21.500,21.500,35,583,144,120.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Disponível
MTS-00047-01,Matosinhos,"Rua de Brito Capel 951, 4450-077 Matosinhos",GLG - Galpgeste,13.100,21.500,21.500,46,583,144,60.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Em uso
MTS-00048-01,Matosinhos,"Rua de Brito Capel 951, 4450-077 Matosinhos",GLG - Galpgeste,13.100,21.500,21.500,46,583,144,60.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Disponível
MTS-00094-01,Matosinhos,ESTRADA EXT. DA CIRCUNVALAÇÃO,GLG - Galpgeste,13.100,21.500,21.500,46,583,144,60.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
VNG-00081-02,Vila Nova de Gaia,"Rua Escola Central, 910",GLP - Galp,13.100,21.500,21.500,46,583,144,60.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CCS,CABLE,Disponível,Disponível
VNG-00081-01,Vila Nova de Gaia,"Rua Escola Central, 910",GLP - Galp,13.100,21.500,21.500,46,583,144,60.0,"€0,5/charge ","€0,35/kWh ",€0/min ,CHAdeMO,CABLE,Disponível,Disponível
PRT-00181-03,Porto,R. Sra. do Porto 930,HRZ - Power dot,13.751,52.403,17.220,127,583,144,22.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",Mennekes,SOCKET,Disponível,Fora de Serviço
MTS-00106-01,Matosinhos,Rua Sá e Melo,KLC - Atlante,14.040,64.216,15.840,127,583,144,22.0,"€0,11/min ",,,Mennekes,CABLE,Disponível,Disponível
PRT-00173-03,Porto,Estr. da Circunvalação 10853,HRZ - Power dot,14.111,53.003,17.820,127,583,144,22.0,"€0,3/charge ","€0,1/kWh ","€0,08/min ",Mennekes,SOCKET,Disponível,Disponível
MTS-00104-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,14.300,146.206,36.260,56,583,144,50.0,"€0,26/charge ","€0,25/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00017-03,Gondomar,R. Fernão de Magalhães 584,EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Disponível
GDM-00018-03,Gondomar,Rua Dr. Carlos Moura Guedes N51,EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Disponível
GDM-00019-03,Gondomar,"Rua Nossa Srª do Amparo, nº 1033",EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,SOCKET,Disponível,Disponível
MAI-00028-03,Maia,"Via Periférica c/Av. Sts de Leite, L de Cat.",EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,SOCKET,Disponível,Disponível
MTS-00043-03,Matosinhos,Avenida da Liberdade,EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Disponível
MTS-00046-03,Matosinhos,Rua Heróis de França 905,EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Em uso
VLG-00019-03,Valongo,"McDonald´s Valongo - Rua Fonseca Dias,169",EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,SOCKET,Disponível,Disponível
VNG-00068-03,Vila Nova de Gaia,McDonald´s - Gaia,EDP - EDP Comercial,14.304,57.038,17.457,127,583,144,22.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,Disponível,Disponível
PRT-00132-03,Porto,Avenida Fernão de Magalhães,REP - Repsol,15.577,70.315,17.541,127,583,144,22.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00133-03,Porto,Avenida Marechal Gomes da Costa,REP - Repsol,15.577,70.315,17.541,127,583,144,22.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00140-03,Porto,"Rua da Constituição, nº 2570",REP - Repsol,15.577,70.315,17.541,127,583,144,22.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00180-03,Porto,Rua de Júlio Dinis 320,REP - Repsol,15.577,70.315,17.541,127,583,144,22.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00107-01,Vila Nova de Gaia,"R. Dona Maria da Costa Basto 16,",KLC - Atlante,28.080,64.216,39.600,255,583,360,11.0,"€0,11/min ",,,Mennekes,CABLE,Disponível,Disponível
