"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
GMR-00022-01,Guimarães,Intermarché Urgezes-Guimarães,"SGM - Superguimarães - Supermercados, Lda.","29.189","0","€0,05/min ","","","22",SOCKET,Disponível
VCT-00018-01,Viana do Castelo,Avenida do Atlântico,CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Disponível
VCT-00018-02,Viana do Castelo,Avenida do Atlântico,CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Disponível
VCT-00025-02,Viana do Castelo,Escola Superior de Saude (ESS-IPVC),CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Fora de Serviço
VCT-00025-01,Viana do Castelo,Escola Superior de Saude (ESS-IPVC),CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Disponível
VLN-00005-02,Valença,Avenida Pinto da Mota,CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Disponível
VLN-00005-01,Valença,Avenida Pinto da Mota,CGG - Cargga Inteligente,"29.189","0","€0,05/min ","","","22",SOCKET,Disponível
CHV-00004-01,Chaves,Avenida 5 de Outubro 16,IBD - Iberdrola,"29.449","0","€0,26/charge ","€0,05/min ","","22",SOCKET,Disponível
CHV-00004-02,Chaves,Avenida 5 de Outubro 16,IBD - Iberdrola,"29.449","0","€0,26/charge ","€0,05/min ","","22",SOCKET,Disponível
PLM-00008-02,Palmela,Parque Industrial da Autoeuropa,HLX - Helexia,"29.450","0","€0,2608/charge ","€0,015/min ","€0,035/min após 270min ","22",SOCKET,Disponível
PLM-00008-01,Palmela,Parque Industrial da Autoeuropa,HLX - Helexia,"29.450","0","€0,2608/charge ","€0,015/min ","€0,035/min após 270min ","22",SOCKET,Disponível
PLM-00009-02,Palmela,Parque Industrial da Autoeuropa,HLX - Helexia,"29.450","0","€0,2608/charge ","€0,015/min ","€0,035/min após 270min ","22",SOCKET,Disponível
PLM-00009-01,Palmela,Parque Industrial da Autoeuropa,HLX - Helexia,"29.450","0","€0,2608/charge ","€0,015/min ","€0,035/min após 270min ","22",SOCKET,Disponível
PRT-00001-03,Porto,Avenida de França,MLT - Mobiletric,"29.450","0","€0,2608/charge ","€0,05/min ","","43",CABLE,Disponível
BRG-00020-1,Braga,R. Raio Nº 175,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
BRG-00021-02,Braga,R. Raio Nº 175,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00021-01,Braga,R. Raio Nº 175,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00049-02,Braga,RUA DO PAÇO,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Fora de Serviço
BRG-00049-01,Braga,RUA DO PAÇO,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
BRG-00050-02,Braga,RUA ENG. VILALOBOS,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00050-01,Braga,RUA ENG. VILALOBOS,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00051-01,Braga,RUA ENG. VILALOBOS,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00051-02,Braga,RUA ENG. VILALOBOS,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
BRG-00052-02,Braga,BOM JESUS DO MONTE,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
BRG-00052-01,Braga,BOM JESUS DO MONTE,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
BRG-00054-01,Braga,Travessa de Linhares,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","11",CABLE,Disponível
BRG-00054-02,Braga,Travessa de Linhares,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","11",CABLE,Disponível
GMR-00008-1,Guimarães,Rua Eduardo Leite Faria Machado,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","7,4",SOCKET,Disponível
OVR-00002-2,Ovar,Rua Aquilino Ribeiro,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
OVR-00002-1,Ovar,Rua Aquilino Ribeiro,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
OVR-00003-1,Ovar,Av. 29 de Março,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
OVR-00003-2,Ovar,Av. 29 de Março,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VRL-00010-01,Vila Real,Rua de Santa Iria,"DOU - Douromobe – Comercializadora de Energia, S.A.","29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VRL-00010-02,Vila Real,Rua de Santa Iria,"DOU - Douromobe – Comercializadora de Energia, S.A.","29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VVD-00002-1,Vila Verde,Rua Dr. Bernardo Brito Ferreira,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VVD-00002-2,Vila Verde,Rua Dr. Bernardo Brito Ferreira,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VVD-00003-2,Vila Verde,Rua Dr. Bernardo Brito Ferreira,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
VVD-00003-1,Vila Verde,Rua Dr. Bernardo Brito Ferreira,EVC - Evce,"29.486","0","€0,2964/charge ","€0,05/min ","","22",SOCKET,Disponível
ORQ-00004-02,Ourique,LOTEAMENTO ROSAL SUL S/N,EVC - Evce,"29.486","0","€0,2965/charge ","€0,05/min ","","22",SOCKET,Disponível
ORQ-00004-01,Ourique,LOTEAMENTO ROSAL SUL S/N,EVC - Evce,"29.486","0","€0,2965/charge ","€0,05/min ","","22",SOCKET,Disponível
CBR-00036-2,Coimbra,R. Gen. Humberto Delgado,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
CBR-00036-1,Coimbra,R. Gen. Humberto Delgado,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LRS-00046-2,Loures,Avenida São João,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LRS-00046-1,Loures,Avenida São João,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LSB-01540-1,Lisboa,Av. Engº Duarte Pacheco,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LSB-01540-2,Lisboa,Av. Engº Duarte Pacheco,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LSB-01541-1,Lisboa,Av. Engº Duarte Pacheco,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
LSB-01541-2,Lisboa,Av. Engº Duarte Pacheco,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
PTL-00008-03,Ponte de Lima,Rua da Vila Corneliana 1973,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","43",CABLE,Disponível
TMR-00002-2,Tomar,Hotel Templários,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Em uso
TMR-00002-1,Tomar,Hotel Templários,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
VGS-00005-01,Vagos,Rua Principal,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
VGS-00005-02,Vagos,Rua Principal,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
VRL-00008-2,Vila Real,Centro Comercial Nosso Shopping,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
VRL-00008-1,Vila Real,Centro Comercial Nosso Shopping,HRZ - Power dot,"29.489","0","€0,3/charge ","€0,05/min ","","22",SOCKET,Disponível
BRG-00038-02,Braga,Hospital Escala Braga,GLP - Galp,"31.201","0","€0,2608/charge ","€0,019/min ","€0,034/min após 120min ","7,4",SOCKET,Em uso
BRG-00038-01,Braga,Hospital Escala Braga,GLP - Galp,"31.201","0","€0,2608/charge ","€0,019/min ","€0,034/min após 120min ","7,4",SOCKET,Disponível
LRS-00034-03,Loures,Passeio do Parque da Cidade,MLT - Mobiletric,"34.704","0","€0,2608/charge ","€0,059/min ","","43",CABLE,Em uso
VNG-00016-03,Vila Nova de Gaia,Avenida Vasco da Gama,MLT - Mobiletric,"34.704","0","€0,2608/charge ","€0,059/min ","","43",CABLE,Em uso
ACH-00008-03,Alcochete,Rotunda de Alcochete - Lugar do Entroncamento,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Em uso
ALQ-00011-1,Alenquer,Via de Cintura de Alenquer,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
BCL-00013-03,Barcelos,Avenida João Duarte,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CLD-00014-03,Caldas da Rainha,"Avenida Infante D. Henrique, 30",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CSC-00076-03,Cascais,Avenida Gago Coutinho,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CSC-00077-03,Cascais,"E.N. 9-1, Km 11,900",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CSC-00078-03,Cascais,"Estrada do Guincho (E.N. 247 km 102,8)",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CSC-00085-03,Cascais,Estrada da Mata da Torre E.N. 249,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
CTB-00017-03,Castelo Branco,E.N. 18 (Rua do Terminal) - Cruz de Montalvão,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Em uso
EPS-00002-03,Esposende,Rua Comendador Rodrigo Leite - ZI Gandra,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
ESP-00008-03,Espinho,"Avenida 24, nº 316",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
GDM-00016-03,Gondomar,"Rua de Rebordãos, 297",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
LGA-00015-03,Lagoa (Algarve),"Zona Industrial do Pateiro, Lote 1",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
MFR-00021-03,Mafra,"Rua da Lagoa, 25 - E.N. 8, km 22,900",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
MTJ-00021-03,Montijo,Avenida de Olivença (Via Circular do Montijo),REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
MTS-00044-03,Matosinhos,Avenida da Liberdade - Prolongamento do IP4,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
ODV-00011-03,Odivelas,Rua Aires Ornelas/Rua do Vale Forno,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
ODV-00012-03,Odivelas,"Rua Almirante Gago Coutinho, Casal Sto André",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
OER-00118-03,Oeiras,Rotunda acesso a Algés IC17 Miraflores/Algés,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
PLM-00011-03,Palmela,"Avenida António Velge, E.N. 252 - Km 15.460",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
PRT-00152-03,Porto,"Rua Monte dos Burgos, nº 316",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
PTL-00009-03,Ponte de Lima,"E.N. 201 ao km 0,760",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
PVZ-00012-03,Póvoa de Varzim,Rua Viriato Barbosa 487,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
SJM-00008-03,São João da Madeira,Avenida Doutor Renato Araújo,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
SNT-00061-03,Sintra,"Rua das Vagens, Alto do Forte",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
SNT-00062-03,Sintra,"Rotunda da Cavaleira, Casal Vale de Milho",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
STS-00010-03,Santo Tirso,"Avenida Indústria Têxtil, Lugar da Ponte",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
TNV-00007-03,Torres Novas,Nó A1/A23 - Lameira Grande - Zona Industrial,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
TNV-00008-03,Torres Novas,Nó A1/A23 - Lameira Grande - Zona Industrial,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
VCT-00027-03,Viana do Castelo,Avenida Capitão Gaspar de Castro,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
VIS-00017-03,Viseu,E.N. 229 ao km 80+700 (Sentido Norte/Sul),REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
VLG-00014-03,Valongo,"Rua Eng Duarte Pacheco, 731",REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
VNG-00100-03,Vila Nova de Gaia,Av. dos Descobrimentos 809,REP - Repsol,"35.288","0","€0,261/charge ","€0,06/min ","","22",CABLE,Disponível
BRG-00064-03,Braga,Av. JoÃ£o XXI,KLC - Atlante,"35.323","0","€0,2964/charge ","€0,06/min ","","22",CABLE,Disponível
BRG-00065-03,Braga,Av. JoÃ£o XXI,KLC - Atlante,"35.323","0","€0,2964/charge ","€0,06/min ","","22",CABLE,Disponível
LGA-00017-01,Lagoa (Algarve),Rua Marquês de Pombal 51,KLC - Atlante,"35.323","0","€0,2964/charge ","€0,06/min ","","22",CABLE,Disponível
PRT-00172-03,Porto,"Estr. da CircunvalaÃ§Ã£o 12 843,",KLC - Atlante,"35.323","0","€0,2964/charge ","€0,06/min ","","22",CABLE,Disponível
PRT-00094-1,Porto,Rua do Elísio e do Almada,EDP - EDP Comercial,"35.324","0","€0,297/charge ","€0,03/min ","","3,7",SOCKET,Disponível
PRT-00095-1,Porto,Rua do Elísio e do Almada,EDP - EDP Comercial,"35.324","0","€0,297/charge ","€0,03/min ","","3,7",SOCKET,Disponível
FUN-00002-03,Funchal,Rua Artur de Sousa Pinga,EMA - Emacom,"35.327","0","€0,3/charge ","€0,06/min ","","43",CABLE,Em uso
MCH-00002-03,Machico,Praceta 25 de Abril,EMA - Emacom,"35.327","0","€0,3/charge ","€0,06/min ","","43",CABLE,Disponível
RAM-CML-00001-03,Câmara de Lobos,Avenida Nova Cidade,EMA - Emacom,"35.327","0","€0,3/charge ","€0,06/min ","","43",CABLE,Disponível
RBR-00001-03,Ribeira Brava,Largo do Clube - Ribeira Brava,EMA - Emacom,"35.327","0","€0,3/charge ","€0,06/min ","","43",CABLE,Disponível
SVC-00002-03,São Vicente,Estrada Regional 104,EMA - Emacom,"35.327","0","€0,3/charge ","€0,06/min ","","43",CABLE,Disponível
MIR-00003-03,Mira,R. Teófilo Braga 76,KLC - Atlante,"37.946","0","€0,065/min ","","","22",CABLE,Disponível
LRS-00057-03,Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures",EDP - EDP Comercial,"38.924","0","€0,297/charge ","€0,06/kWh ","€0,06/min ","43",CABLE,Disponível
LRS-00059-03,Loures,"CREL Norte, A9 km 22,1 sentido Loures-Bucelas",EDP - EDP Comercial,"38.924","0","€0,297/charge ","€0,06/kWh ","€0,06/min ","43",CABLE,Disponível
LLE-00058-03,Loulé,Barranco Velho,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","43",CABLE,Disponível
LLE-00073-02,Loulé,Estrada da Horta,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Disponível
LLE-00073-01,Loulé,Estrada da Horta,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Disponível
LLE-00074-01,Loulé,Av. do Mar,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Disponível
LLE-00074-02,Loulé,Av. do Mar,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Disponível
LLE-00085-02,Loulé,Av. Oceano,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Em uso
LLE-00085-01,Loulé,Av. Oceano,LCG - Loulé Concelho Global,"40.865","0","€0,07/min ","","","22",SOCKET,Disponível
LSB-00104-02,Lisboa,"Campo Grande, Nº 9105",EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00104-01,Lisboa,"Campo Grande, Nº 9105",EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00259-01,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00259-02,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00260-02,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00260-01,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00261-01,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00261-02,Lisboa,Rua da Alfândega,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Em uso
LSB-00390-02,Lisboa,Rua Correia Teles,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00390-01,Lisboa,Rua Correia Teles,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00391-01,Lisboa,Rua Correia Teles,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00391-02,Lisboa,Rua Correia Teles,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00404-01,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00404-02,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",SOCKET,Disponível
LSB-00457-02,Lisboa,Avenida Machado Santos,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",CABLE,Disponível
LSB-00457-01,Lisboa,Avenida Machado Santos,EML - EMEL,"41.027","0","€0,1/kWh (22h-8h)","€0,06/min (8h-22h)","","22",CABLE,Disponível
SNT-00074-02,Sintra,LISBON SPORTS CLUB - CASAL DA CARREGUEIRA,MOO - MOON-POWER,"41.161","0","€0,296/charge ","€0,07/min ","","43",SOCKET,Em uso
SNT-00074-01,Sintra,LISBON SPORTS CLUB - CASAL DA CARREGUEIRA,MOO - MOON-POWER,"41.161","0","€0,296/charge ","€0,07/min ","","43",SOCKET,Disponível
SNT-00075-02,Sintra,LISBON SPORTS CLUB - CASAL DA CARREGUEIRA,MOO - MOON-POWER,"41.161","0","€0,296/charge ","€0,07/min ","","43",SOCKET,Disponível
SNT-00075-01,Sintra,LISBON SPORTS CLUB - CASAL DA CARREGUEIRA,MOO - MOON-POWER,"41.161","0","€0,296/charge ","€0,07/min ","","43",SOCKET,Disponível
PMS-00002-03,Porto de Mós,"IC2 km 107,4 Chão da Feira",KLC - Atlante,"41.161","0","€0,2964/charge ","€0,07/min ","","22",CABLE,Disponível
PRT-00073-03,Porto,Rua Henrique Medina,KLC - Atlante,"41.161","0","€0,2964/charge ","€0,07/min ","","43",CABLE,Disponível
TNV-00005-03,Torres Novas,Estrada Nacional 243 - Riachos,KLC - Atlante,"41.161","0","€0,2964/charge ","€0,07/min ","","22",CABLE,Fora de Serviço
TRF-00007-03,Trofa,Rua de Aldeias de Cima,KLC - Atlante,"41.161","0","€0,2964/charge ","€0,07/min ","","43",CABLE,Disponível
VVD-00005-03,Vila Verde,Lugar da Torre,KLC - Atlante,"41.161","0","€0,2964/charge ","€0,07/min ","","43",CABLE,Disponível
AGH-00003-03,Angra do Heroísmo,Circular de  Angra do Heroísmo,SEG - Segma,"42.621","0","€0,2964/charge ","€0,0725/min ","","43",CABLE,Disponível
SCF-00001-01,Santa Cruz das Flores,Rua Senador André de Freitas,GLP - Galp,"43.200","0","€0,074/min ","","","22",SOCKET,Disponível
SCF-00001-02,Santa Cruz das Flores,Rua Senador André de Freitas,GLP - Galp,"43.200","0","€0,074/min ","","","22",SOCKET,Disponível
HRT-00001-03,Horta,Estrada Príncipe Alberto do Mónaco,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
LGF-00001-03,Lajes das Flores,Travessa da Cruz,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
MAD-00001-03,Madalena,Rua Dr. Manuel de Arriaga,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
NRD-00001-03,Nordeste,Estrada Regional Tronqueira,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
PDL-00004-03,Ponta Delgada,Estrada Regional das Feteiras,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
PVC-00001-03,Povoação,Estrada Regional dos Tambores,GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
VPV-00001-03,Praia da Vitória,"Via Vitorino Nemésio km 17,75",GLG - Galpgeste,"43.461","0","€0,2608/charge ","€0,074/min ","","43",CABLE,Disponível
VFX-00014-02,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
VFX-00014-01,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
VFX-00015-01,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
VFX-00015-02,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
VFX-00016-02,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
VFX-00016-01,Vila Franca de Xira,Estrada Carlos Lima Costa,HRZ - Power dot,"43.949","0","€0,1657/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
PDL-00001-03,Ponta Delgada,Largo do Rossio - Capelas,MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
PDL-00003-03,Ponta Delgada,Rua de São Joaquim,MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
RGR-00001-03,Ribeira Grande,Estrada Regional da Ribeira Seca,MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
SCG-00001-03,Santa Cruz da Graciosa,"Lugar das Covas, Estrada Regional N 3, 2",MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
VLS-00001-03,Velas,Parque Industrial da Queimada – Velas,MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
VPT-00001-03,Vila do Porto ,ER N 1 – 2 Pedras S. Pedro,MLT - Mobiletric,"44.045","0","€0,2608/charge ","€0,075/min ","","43",CABLE,Disponível
LSB-00212-1,Lisboa,Rua Dom João V,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
LSB-00212-2,Lisboa,Rua Dom João V,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
LSB-00213-2,Lisboa,Rua Dom João V,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
LSB-00213-1,Lisboa,Rua Dom João V,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,03/min ","€0,045/min após 120min ","22",SOCKET,Disponível
LSB-00572-03,Lisboa,Rua Figo Maduro 4,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
LSB-00573-03,Lisboa,Rua Figo Maduro 4,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
LSB-00574-03,Lisboa,"Doca de Santo, Alcantara",HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Em uso
LSB-00575-03,Lisboa,"Doca de Santo, Alcantara",HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00162-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00163-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00164-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00165-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Fora de Serviço
