"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
LRA-90006-1,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRA-90006-3,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRA-90006-4,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRA-90006-2,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRS-90004-1,Loures,Rua António dos Santos Saúde e Vida,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRS-90004-2,Loures,Rua António dos Santos Saúde e Vida,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LRS-90019-01,Loures,Rua Rogério da Gama Gil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRS-90019-02,Loures,Rua Rogério da Gama Gil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LRS-90032-01,Loures,Avenida das Forças Armadas,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LRS-90032-02,Loures,Avenida das Forças Armadas,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90048-1,Lisboa,Rua Leão de Oliveira,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90048-2,Lisboa,Rua Leão de Oliveira,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90063-02,Lisboa,Calçada dos Mestres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90063-01,Lisboa,Calçada dos Mestres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90111-4,Lisboa,Avenida do Brasil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90111-1,Lisboa,Avenida do Brasil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90111-3,Lisboa,Avenida do Brasil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90111-2,Lisboa,Avenida do Brasil,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90136-01,Lisboa,Avenida Cidade de Lourenço Marques,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90136-02,Lisboa,Avenida Cidade de Lourenço Marques,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90150-02,Lisboa,Rua Fernando Palha,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90150-03,Lisboa,Rua Fernando Palha,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90150-01,Lisboa,Rua Fernando Palha,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90150-04,Lisboa,Rua Fernando Palha,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90530-04,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90530-05,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90530-06,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90530-02,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
LSB-90530-03,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
LSB-90530-01,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
STB-90010-1,Setúbal,Avenida Dom João II,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
STB-90010-2,Setúbal,Avenida Dom João II,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
VCT-90006-01,Viana do Castelo,Rua Diogo Cão,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
VCT-90006-02,Viana do Castelo,Rua Diogo Cão,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
VIS-90040-1,Viseu,Rua Francisco Alexandre Lobo,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
VIS-90040-2,Viseu,Rua Francisco Alexandre Lobo,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Offline
VNG-90008-2,Vila Nova de Gaia,Largo Moeiro,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Em uso
VNG-90008-1,Vila Nova de Gaia,Largo Moeiro,HRZ - Power dot,"4.320","0","€0,0037/min ","","","3,7",SOCKET,Disponível
ABF-00025-03,Albufeira,Zona Industrial de Vale Paraíso Albufeira,KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","43",CABLE,Disponível
CBR-00026-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00026-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00027-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00027-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00028-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00028-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00029-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00029-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00030-02,Coimbra,Rua General Humberto Delgado,KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00030-01,Coimbra,Rua General Humberto Delgado,KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00031-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
CBR-00031-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
OHP-00001-02,Oliveira do Hospital,Rua General Santos Costa,KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
OHP-00001-01,Oliveira do Hospital,Rua General Santos Costa,KLC - Atlante,"4.496","0","€0,2964/charge ","€0,07/kWh ","","22",SOCKET,Disponível
PDL-00005-01,Ponta Delgada,Rua Eng.º Deodato de Magalhães,SEG - Segma,"4.666","0","€0,1657/charge ","€0,075/kWh ","","7,4",SOCKET,Em uso
PDL-00005-02,Ponta Delgada,Rua Eng.º Deodato de Magalhães,SEG - Segma,"4.666","0","€0,1657/charge ","€0,075/kWh ","","7,4",SOCKET,Disponível
ALM-90023-01,Almada,Avenida Antonio Jose Gomes,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
ALM-90023-02,Almada,Avenida Antonio Jose Gomes,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
BJA-90003-1,Beja,Rua Pedro Soares,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
BJA-90003-2,Beja,Rua Pedro Soares,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90004-3,Cascais,Avenida Marginal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90004-2,Cascais,Avenida Marginal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90004-4,Cascais,Avenida Marginal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90004-1,Cascais,Avenida Marginal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
CSC-90006-01,Cascais,Rua da República,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
CSC-90006-02,Cascais,Rua da República,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90008-1,Cascais,Avenida da República,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90008-2,Cascais,Avenida da República,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
CSC-90013-02,Cascais,Praça Mário Azevedo Gomes,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
CSC-90013-01,Cascais,Praça Mário Azevedo Gomes,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
EVR-90002-1,Évora,Praça Joaquim António de Aguiar,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
EVR-90002-2,Évora,Praça Joaquim António de Aguiar,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
EVR-90005-2,Évora,Avenida Túlio Espanca,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
EVR-90005-1,Évora,Avenida Túlio Espanca,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
EVR-90009-1,Évora,Rua de Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
EVR-90009-2,Évora,Rua de Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
FAR-90007-2,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
FAR-90007-3,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
FAR-90007-4,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Fora de Serviço
FAR-90007-1,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
GMR-90014-01,Guimarães,Alameda Doutor Alfredo Pimenta,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
GMR-90014-02,Guimarães,Alameda Doutor Alfredo Pimenta,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRA-90003-2,Leiria,Rua Olimpio Duarte Alves,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRA-90003-1,Leiria,Rua Olimpio Duarte Alves,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRA-90009-02,Leiria,Rua Luís Silveira Charters Azevedo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRA-90009-01,Leiria,Rua Luís Silveira Charters Azevedo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90001-1,Loures,Largo João Raymundo Alves,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90001-2,Loures,Largo João Raymundo Alves,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90006-2,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90006-4,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRS-90006-3,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRS-90006-1,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90008-02,Loures,Rua Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90008-03,Loures,Rua Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRS-90008-04,Loures,Rua Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRS-90008-01,Loures,Rua Olivença,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90015-2,Loures,Praceta Visconde Castelo Branco,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90015-1,Loures,Praceta Visconde Castelo Branco,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LRS-90028-2,Loures,Estrada da Circunvalação,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LRS-90028-1,Loures,Estrada da Circunvalação,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90002-1,Lisboa,Rua Lucília do Carmo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90002-2,Lisboa,Rua Lucília do Carmo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90025-01,Lisboa,Rua João Morais Barbosa,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90025-02,Lisboa,Rua João Morais Barbosa,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90037-1,Lisboa,Alameda dos Oceanos,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90037-2,Lisboa,Alameda dos Oceanos,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90050-2,Lisboa,Estrada Barcal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90050-1,Lisboa,Estrada Barcal,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90051-02,Lisboa,Rua António Macedo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90051-01,Lisboa,Rua António Macedo,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90058-02,Lisboa,Rua Professor Manuel Viegas Guerreiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90058-01,Lisboa,Rua Professor Manuel Viegas Guerreiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90074-04,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90074-02,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90074-03,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90074-01,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90118-1,Lisboa,Avenida Rio de Janeiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90118-2,Lisboa,Avenida Rio de Janeiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90133-2,Lisboa,Campo de Santa Clara,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90133-1,Lisboa,Campo de Santa Clara,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90139-02,Lisboa,Rua Alferes Barrilaro Ruas,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90139-01,Lisboa,Rua Alferes Barrilaro Ruas,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90147-01,Lisboa,Rua do Vale Formoso de Cima,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90147-02,Lisboa,Rua do Vale Formoso de Cima,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90147-03,Lisboa,Rua do Vale Formoso de Cima,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90147-04,Lisboa,Rua do Vale Formoso de Cima,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90500-02,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90500-03,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90500-04,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90500-05,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Fora de Serviço
LSB-90500-01,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90500-06,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Fora de Serviço
LSB-90501-03,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90501-04,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90501-06,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90501-01,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90501-05,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90501-02,Lisboa,Avenida da Índia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90531-02,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90531-06,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90531-03,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90531-05,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-90531-04,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-90531-01,Lisboa,Travessa dos Escaleres,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-91090-4,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-91090-6,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
LSB-91090-1,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-91090-3,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-91090-2,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
LSB-91090-5,Lisboa,Rua Cecília Meireles,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
SNT-90006-1,Sintra,Largo Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Offline
SNT-90006-2,Sintra,Largo Vasco da Gama,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
SNT-90008-01,Sintra,Rua da Cochicha,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
SNT-90008-02,Sintra,Rua da Cochicha,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STB-90002-1,Setúbal,Rua do Ervideiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
STB-90002-2,Setúbal,Rua do Ervideiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STB-90007-1,Setúbal,Avenida Luísa Todi,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STB-90007-2,Setúbal,Avenida Luísa Todi,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STB-90011-1,Setúbal,Avenida Doutor António Rodrigues Manito,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STB-90011-2,Setúbal,Avenida Doutor António Rodrigues Manito,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STR-90002-1,Santarém,Praça Visconde Serra do Pilar,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STR-90002-2,Santarém,Praça Visconde Serra do Pilar,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STR-90007-1,Santarém,Avenida Bernardo Santareno,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
STR-90007-2,Santarém,Avenida Bernardo Santareno,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Em uso
TVD-90003-02,Torres Vedras,Rua Francisco Sá Carneiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
TVD-90003-01,Torres Vedras,Rua Francisco Sá Carneiro,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
TVD-90004-01,Torres Vedras,Parque Verde Varzea,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
TVD-90004-02,Torres Vedras,Parque Verde Varzea,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
VCT-90001-1,Viana do Castelo,Rua de Limia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
VCT-90001-2,Viana do Castelo,Rua de Limia,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
VCT-90008-02,Viana do Castelo,Largo da Estação,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
VCT-90008-01,Viana do Castelo,Largo da Estação,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Offline
VIS-90035-2,Viseu,Rua Ponte de Pau,EDP - EDP Comercial,"4.670","0","€0,004/min ","","","3,7",SOCKET,Disponível
